timestamp,username,source_ip,location,device,login_success,attack_type,hour,day_of_week,date,is_night_login
2026-03-01 13:34:00,charlie,192.168.1.60,DE,MacBook,1,normal,13,6,2026-03-01,0
2026-03-01 13:41:00,admin,10.0.0.44,UK,Admin-Workstation,1,normal,13,6,2026-03-01,0
2026-03-01 13:44:00,charlie,192.168.1.77,DE,MacBook,1,normal,13,6,2026-03-01,0
2026-03-01 13:46:00,charlie,192.168.1.50,DE,MacBook,1,normal,13,6,2026-03-01,0
2026-03-01 13:46:00,admin,10.0.0.47,UK,Admin-Workstation,1,normal,13,6,2026-03-01,0
2026-03-01 13:49:00,admin,10.0.0.49,UK,Admin-Workstation,1,normal,13,6,2026-03-01,0
2026-03-01 13:58:00,admin,10.0.0.68,UK,Admin-Workstation,1,normal,13,6,2026-03-01,0
2026-03-01 14:09:00,alice,192.168.1.72,UK,Windows-Laptop,1,normal,14,6,2026-03-01,0
2026-03-01 14:13:00,guest,192.168.1.37,UK,Shared-Kiosk,1,normal,14,6,2026-03-01,0
2026-03-01 14:15:00,guest,192.168.1.46,UK,Shared-Kiosk,1,normal,14,6,2026-03-01,0
2026-03-01 14:22:00,admin,10.0.0.66,UK,Admin-Workstation,1,normal,14,6,2026-03-01,0
2026-03-01 14:23:00,admin,10.0.0.12,UK,Admin-Workstation,1,normal,14,6,2026-03-01,0
2026-03-01 14:31:00,guest,192.168.1.56,UK,Shared-Kiosk,1,normal,14,6,2026-03-01,0
2026-03-01 14:34:00,alice,192.168.1.21,UK,Windows-Laptop,1,normal,14,6,2026-03-01,0
2026-03-01 14:41:00,admin,10.0.0.78,UK,Admin-Workstation,1,normal,14,6,2026-03-01,0
2026-03-01 14:50:00,guest,192.168.1.63,UK,Shared-Kiosk,1,normal,14,6,2026-03-01,0
2026-03-01 14:50:00,charlie,192.168.1.72,DE,MacBook,0,normal,14,6,2026-03-01,0
2026-03-01 14:51:00,alice,192.168.1.39,UK,Windows-Laptop,1,normal,14,6,2026-03-01,0
2026-03-01 14:55:00,charlie,192.168.1.23,DE,MacBook,1,normal,14,6,2026-03-01,0
2026-03-01 15:00:00,charlie,192.168.1.78,DE,MacBook,1,normal,15,6,2026-03-01,0
2026-03-01 15:03:00,admin,10.0.0.42,UK,Admin-Workstation,1,normal,15,6,2026-03-01,0
2026-03-01 15:06:00,admin,10.0.0.57,UK,Admin-Workstation,1,normal,15,6,2026-03-01,0
2026-03-01 15:15:00,admin,10.0.0.50,UK,Admin-Workstation,1,normal,15,6,2026-03-01,0
2026-03-01 15:22:00,guest,192.168.1.28,UK,Shared-Kiosk,0,normal,15,6,2026-03-01,0
2026-03-01 15:29:00,admin,10.0.0.11,UK,Admin-Workstation,1,normal,15,6,2026-03-01,0
2026-03-01 15:30:00,charlie,192.168.1.51,DE,MacBook,1,normal,15,6,2026-03-01,0
2026-03-01 15:30:00,charlie,192.168.1.70,DE,MacBook,1,normal,15,6,2026-03-01,0
2026-03-01 15:31:00,alice,192.168.1.70,UK,Windows-Laptop,1,normal,15,6,2026-03-01,0
2026-03-01 15:40:00,bob,192.168.1.38,UK,Desktop-PC,1,normal,15,6,2026-03-01,0
2026-03-01 15:47:00,charlie,192.168.1.41,DE,MacBook,1,normal,15,6,2026-03-01,0
2026-03-01 16:04:00,bob,192.168.1.22,UK,Desktop-PC,1,normal,16,6,2026-03-01,0
2026-03-01 16:15:00,alice,192.168.1.23,UK,Windows-Laptop,1,normal,16,6,2026-03-01,0
2026-03-01 16:20:00,bob,192.168.1.45,UK,Desktop-PC,1,normal,16,6,2026-03-01,0
2026-03-01 16:23:00,guest,192.168.1.78,UK,Shared-Kiosk,1,normal,16,6,2026-03-01,0
2026-03-01 16:24:00,charlie,192.168.1.49,DE,MacBook,1,normal,16,6,2026-03-01,0
2026-03-01 16:34:00,guest,192.168.1.71,UK,Shared-Kiosk,0,normal,16,6,2026-03-01,0
2026-03-01 16:59:00,alice,192.168.1.30,UK,Windows-Laptop,1,normal,16,6,2026-03-01,0
2026-03-01 17:00:00,guest,192.168.1.34,UK,Shared-Kiosk,1,normal,17,6,2026-03-01,0
2026-03-01 17:01:00,guest,192.168.1.43,UK,Shared-Kiosk,1,normal,17,6,2026-03-01,0
2026-03-01 17:04:00,guest,192.168.1.16,UK,Shared-Kiosk,0,normal,17,6,2026-03-01,0
2026-03-01 17:06:00,guest,192.168.1.38,UK,Shared-Kiosk,1,normal,17,6,2026-03-01,0
2026-03-01 17:14:00,alice,192.168.1.61,UK,Windows-Laptop,1,normal,17,6,2026-03-01,0
2026-03-01 17:19:00,bob,192.168.1.68,UK,Desktop-PC,0,normal,17,6,2026-03-01,0
2026-03-01 17:41:00,charlie,192.168.1.28,DE,MacBook,1,normal,17,6,2026-03-01,0
2026-03-01 17:46:00,alice,192.168.1.49,UK,Windows-Laptop,1,normal,17,6,2026-03-01,0
2026-03-01 17:48:00,charlie,192.168.1.35,DE,MacBook,1,normal,17,6,2026-03-01,0
2026-03-01 17:49:00,guest,192.168.1.70,UK,Shared-Kiosk,1,normal,17,6,2026-03-01,0
2026-03-01 17:52:00,guest,192.168.1.78,UK,Shared-Kiosk,1,normal,17,6,2026-03-01,0
2026-03-01 18:47:00,charlie,192.168.1.44,DE,MacBook,1,normal,18,6,2026-03-01,0
2026-03-01 18:53:00,bob,192.168.1.25,UK,Desktop-PC,1,normal,18,6,2026-03-01,0
2026-03-01 18:55:00,bob,192.168.1.75,UK,Desktop-PC,1,normal,18,6,2026-03-01,0
2026-03-01 19:09:00,guest,192.168.1.19,UK,Shared-Kiosk,1,normal,19,6,2026-03-01,0
2026-03-01 19:10:00,alice,192.168.1.10,UK,Windows-Laptop,1,normal,19,6,2026-03-01,0
2026-03-01 19:12:00,charlie,192.168.1.79,DE,MacBook,1,normal,19,6,2026-03-01,0
2026-03-01 19:33:00,bob,192.168.1.34,UK,Desktop-PC,1,normal,19,6,2026-03-01,0
2026-03-01 19:43:00,charlie,192.168.1.79,DE,MacBook,1,normal,19,6,2026-03-01,0
2026-03-01 19:53:00,admin,10.0.0.25,UK,Admin-Workstation,1,normal,19,6,2026-03-01,0
2026-03-01 20:44:00,alice,192.168.1.79,UK,Windows-Laptop,1,normal,20,6,2026-03-01,0
2026-03-01 20:54:00,bob,192.168.1.80,UK,Desktop-PC,1,normal,20,6,2026-03-01,0
2026-03-01 21:36:00,charlie,192.168.1.51,DE,MacBook,1,normal,21,6,2026-03-01,0
2026-03-01 22:30:00,alice,192.168.1.62,UK,Windows-Laptop,1,normal,22,6,2026-03-01,0
2026-03-01 22:59:00,guest,192.168.1.59,UK,Shared-Kiosk,1,normal,22,6,2026-03-01,0
2026-03-01 23:12:00,alice,192.168.1.66,UK,Windows-Laptop,1,normal,23,6,2026-03-01,1
2026-03-01 23:49:00,bob,192.168.1.60,UK,Desktop-PC,1,normal,23,6,2026-03-01,1
2026-03-02 02:12:00,bob,192.168.1.45,UK,Desktop-PC,1,normal,2,0,2026-03-02,1
2026-03-02 02:30:00,guest,192.168.1.35,UK,Shared-Kiosk,1,normal,2,0,2026-03-02,1
2026-03-02 03:05:00,bob,192.168.1.55,UK,Desktop-PC,1,off_hours,3,0,2026-03-02,1
2026-03-02 03:38:00,charlie,192.168.1.39,DE,MacBook,1,normal,3,0,2026-03-02,1
2026-03-02 03:48:00,bob,192.168.1.44,UK,Desktop-PC,0,normal,3,0,2026-03-02,1
2026-03-02 04:01:00,bob,192.168.1.40,UK,Desktop-PC,1,normal,4,0,2026-03-02,1
2026-03-02 04:59:00,charlie,192.168.1.48,DE,MacBook,1,normal,4,0,2026-03-02,1
2026-03-02 05:00:00,admin,10.0.0.47,UK,Admin-Workstation,1,normal,5,0,2026-03-02,1
2026-03-02 05:32:00,guest,192.168.1.33,UK,Shared-Kiosk,1,normal,5,0,2026-03-02,1
2026-03-02 05:56:00,charlie,192.168.1.20,DE,MacBook,1,normal,5,0,2026-03-02,1
2026-03-02 06:38:00,bob,192.168.1.16,UK,Desktop-PC,1,normal,6,0,2026-03-02,0
2026-03-02 06:49:00,bob,192.168.1.21,UK,Desktop-PC,1,normal,6,0,2026-03-02,0
2026-03-02 07:29:00,charlie,192.168.1.31,DE,MacBook,1,normal,7,0,2026-03-02,0
2026-03-02 07:41:00,admin,10.0.0.68,UK,Admin-Workstation,1,normal,7,0,2026-03-02,0
2026-03-02 08:01:00,alice,192.168.1.40,UK,Windows-Laptop,1,normal,8,0,2026-03-02,0
2026-03-02 08:05:00,alice,192.168.1.53,UK,Windows-Laptop,1,normal,8,0,2026-03-02,0
2026-03-02 08:07:00,alice,192.168.1.67,UK,Windows-Laptop,1,normal,8,0,2026-03-02,0
2026-03-02 08:14:00,guest,192.168.1.42,UK,Shared-Kiosk,1,normal,8,0,2026-03-02,0
2026-03-02 08:28:00,bob,192.168.1.33,UK,Desktop-PC,1,normal,8,0,2026-03-02,0
2026-03-02 08:41:00,alice,192.168.1.28,UK,Windows-Laptop,1,normal,8,0,2026-03-02,0
2026-03-02 08:47:00,admin,10.0.0.58,UK,Admin-Workstation,1,normal,8,0,2026-03-02,0
2026-03-02 08:54:00,admin,10.0.0.63,UK,Admin-Workstation,1,normal,8,0,2026-03-02,0
2026-03-02 08:58:00,admin,10.0.0.49,UK,Admin-Workstation,1,normal,8,0,2026-03-02,0
2026-03-02 08:59:00,admin,10.0.0.56,UK,Admin-Workstation,1,normal,8,0,2026-03-02,0
2026-03-02 09:01:00,alice,192.168.1.58,UK,Windows-Laptop,1,normal,9,0,2026-03-02,0
2026-03-02 09:08:00,alice,192.168.1.12,UK,Windows-Laptop,1,normal,9,0,2026-03-02,0
2026-03-02 09:09:00,alice,192.168.1.61,UK,Windows-Laptop,1,normal,9,0,2026-03-02,0
2026-03-02 09:15:00,bob,192.168.1.55,UK,Desktop-PC,1,normal,9,0,2026-03-02,0
2026-03-02 09:18:00,charlie,192.168.1.26,DE,MacBook,1,normal,9,0,2026-03-02,0
2026-03-02 09:19:00,guest,192.168.1.36,UK,Shared-Kiosk,1,normal,9,0,2026-03-02,0
2026-03-02 09:31:00,admin,10.0.0.53,UK,Admin-Workstation,1,normal,9,0,2026-03-02,0
2026-03-02 09:49:00,admin,10.0.0.20,UK,Admin-Workstation,1,normal,9,0,2026-03-02,0
2026-03-02 09:56:00,guest,192.168.1.19,UK,Shared-Kiosk,1,normal,9,0,2026-03-02,0
2026-03-02 10:02:00,charlie,192.168.1.17,DE,MacBook,1,normal,10,0,2026-03-02,0
2026-03-02 10:03:00,bob,192.168.1.79,UK,Desktop-PC,1,normal,10,0,2026-03-02,0
2026-03-02 10:03:00,charlie,192.168.1.37,DE,MacBook,1,normal,10,0,2026-03-02,0
2026-03-02 10:10:00,alice,192.168.1.79,UK,Windows-Laptop,1,normal,10,0,2026-03-02,0
2026-03-02 10:12:00,guest,192.168.1.43,UK,Shared-Kiosk,1,normal,10,0,2026-03-02,0
2026-03-02 10:15:00,bob,192.168.1.21,UK,Desktop-PC,1,normal,10,0,2026-03-02,0
2026-03-02 10:24:00,bob,192.168.1.41,UK,Desktop-PC,1,normal,10,0,2026-03-02,0
2026-03-02 10:30:00,bob,192.168.1.77,UK,Desktop-PC,1,normal,10,0,2026-03-02,0
2026-03-02 10:33:00,bob,192.168.1.36,UK,Desktop-PC,1,normal,10,0,2026-03-02,0
2026-03-02 10:34:00,bob,192.168.1.66,UK,Desktop-PC,1,normal,10,0,2026-03-02,0
2026-03-02 10:47:00,bob,192.168.1.51,UK,Desktop-PC,1,normal,10,0,2026-03-02,0
2026-03-02 10:55:00,admin,10.0.0.27,UK,Admin-Workstation,1,normal,10,0,2026-03-02,0
2026-03-02 11:05:00,charlie,192.168.1.13,DE,MacBook,1,normal,11,0,2026-03-02,0
2026-03-02 11:06:00,bob,192.168.1.70,UK,Desktop-PC,1,normal,11,0,2026-03-02,0
2026-03-02 11:13:00,charlie,192.168.1.19,DE,MacBook,1,normal,11,0,2026-03-02,0
2026-03-02 11:21:00,charlie,192.168.1.68,DE,MacBook,1,normal,11,0,2026-03-02,0
2026-03-02 11:24:00,alice,192.168.1.68,UK,Windows-Laptop,1,normal,11,0,2026-03-02,0
2026-03-02 11:30:00,bob,192.168.1.61,UK,Desktop-PC,1,normal,11,0,2026-03-02,0
2026-03-02 11:38:00,alice,192.168.1.70,UK,Windows-Laptop,1,normal,11,0,2026-03-02,0
2026-03-02 11:45:00,bob,192.168.1.55,UK,Desktop-PC,1,normal,11,0,2026-03-02,0
2026-03-02 11:52:00,charlie,192.168.1.27,DE,MacBook,1,normal,11,0,2026-03-02,0
2026-03-02 12:08:00,guest,192.168.1.67,UK,Shared-Kiosk,1,normal,12,0,2026-03-02,0
2026-03-02 12:11:00,guest,192.168.1.28,UK,Shared-Kiosk,1,normal,12,0,2026-03-02,0
2026-03-02 12:15:00,bob,192.168.1.61,UK,Desktop-PC,1,normal,12,0,2026-03-02,0
2026-03-02 12:17:00,charlie,192.168.1.28,DE,MacBook,1,normal,12,0,2026-03-02,0
2026-03-02 12:17:00,admin,10.0.0.10,UK,Admin-Workstation,1,normal,12,0,2026-03-02,0
2026-03-02 12:18:00,alice,192.168.1.50,UK,Windows-Laptop,1,normal,12,0,2026-03-02,0
2026-03-02 12:23:00,alice,192.168.1.71,UK,Windows-Laptop,1,normal,12,0,2026-03-02,0
2026-03-02 12:28:00,guest,192.168.1.53,UK,Shared-Kiosk,1,normal,12,0,2026-03-02,0
2026-03-02 12:29:00,admin,10.0.0.69,UK,Admin-Workstation,1,normal,12,0,2026-03-02,0
2026-03-02 12:29:00,bob,192.168.1.57,UK,Desktop-PC,1,normal,12,0,2026-03-02,0
2026-03-02 12:30:00,alice,192.168.1.78,UK,Windows-Laptop,1,normal,12,0,2026-03-02,0
2026-03-02 12:30:00,alice,192.168.1.31,UK,Windows-Laptop,1,normal,12,0,2026-03-02,0
2026-03-02 12:32:00,charlie,192.168.1.60,DE,MacBook,1,normal,12,0,2026-03-02,0
2026-03-02 12:37:00,guest,192.168.1.35,UK,Shared-Kiosk,0,normal,12,0,2026-03-02,0
2026-03-02 12:41:00,guest,192.168.1.77,UK,Shared-Kiosk,1,normal,12,0,2026-03-02,0
2026-03-02 12:55:00,admin,10.0.0.77,UK,Admin-Workstation,1,normal,12,0,2026-03-02,0
2026-03-02 13:02:00,guest,192.168.1.63,UK,Shared-Kiosk,1,normal,13,0,2026-03-02,0
2026-03-02 13:15:00,alice,192.168.1.17,UK,Windows-Laptop,1,normal,13,0,2026-03-02,0
2026-03-02 13:23:00,guest,192.168.1.64,UK,Shared-Kiosk,1,normal,13,0,2026-03-02,0
2026-03-02 13:25:00,guest,192.168.1.45,UK,Shared-Kiosk,1,normal,13,0,2026-03-02,0
2026-03-02 13:27:00,admin,10.0.0.52,UK,Admin-Workstation,0,normal,13,0,2026-03-02,0
2026-03-02 13:34:00,admin,10.0.0.69,UK,Admin-Workstation,1,normal,13,0,2026-03-02,0
2026-03-02 13:35:00,alice,192.168.1.28,UK,Windows-Laptop,1,normal,13,0,2026-03-02,0
2026-03-02 13:36:00,admin,10.0.0.22,UK,Admin-Workstation,1,normal,13,0,2026-03-02,0
2026-03-02 13:40:00,alice,192.168.1.11,UK,Windows-Laptop,1,normal,13,0,2026-03-02,0
2026-03-02 13:41:00,admin,10.0.0.12,UK,Admin-Workstation,1,normal,13,0,2026-03-02,0
2026-03-02 13:46:00,guest,192.168.1.14,UK,Shared-Kiosk,1,normal,13,0,2026-03-02,0
2026-03-02 13:51:00,bob,192.168.1.55,UK,Desktop-PC,1,normal,13,0,2026-03-02,0
2026-03-02 14:14:00,bob,192.168.1.54,UK,Desktop-PC,1,normal,14,0,2026-03-02,0
2026-03-02 14:15:00,charlie,192.168.1.18,DE,MacBook,1,normal,14,0,2026-03-02,0
2026-03-02 14:15:00,admin,10.0.0.29,UK,Admin-Workstation,1,normal,14,0,2026-03-02,0
2026-03-02 14:18:00,bob,192.168.1.26,UK,Desktop-PC,1,normal,14,0,2026-03-02,0
2026-03-02 14:20:00,alice,192.168.1.45,UK,Windows-Laptop,1,normal,14,0,2026-03-02,0
2026-03-02 14:25:00,bob,192.168.1.15,UK,Desktop-PC,1,normal,14,0,2026-03-02,0
2026-03-02 14:33:00,bob,192.168.1.40,UK,Desktop-PC,1,normal,14,0,2026-03-02,0
2026-03-02 14:35:00,bob,192.168.1.77,UK,Desktop-PC,1,normal,14,0,2026-03-02,0
2026-03-02 14:40:00,guest,192.168.1.48,UK,Shared-Kiosk,1,normal,14,0,2026-03-02,0
2026-03-02 14:45:00,charlie,192.168.1.36,DE,MacBook,1,normal,14,0,2026-03-02,0
2026-03-02 14:46:00,admin,10.0.0.36,UK,Admin-Workstation,1,normal,14,0,2026-03-02,0
